WKT,name,description
"LINESTRING (-91.0271987915039 53.965599060058594, -91.76280212402344 53.44139862060547)",XBE -> MSA,47.08512924123292 mi
"LINESTRING (59.2661018371582 32.898101806640625, 56.8927001953 33.6678009033)",XBJ -> TCX,147.0383570016822 mi
"LINESTRING (105.69000244140625 -10.450599670410156, 108.488995 -7.719895)",XCH -> CJN,268.43899113866144 mi
"LINESTRING (4.206111111 48.7733333333, 4.05 49.310001)",XCR -> RHE,37.74863503851643 mi
"LINESTRING (4.647079944610596 49.78390121459961, 4.05 49.310001)",XCZ -> RHE,42.29186108712103 mi
"LINESTRING (120.697998047 40.580299377399996, 121.06199645996094 41.10139846801758)",XEN -> JNZ,40.722985826377666 mi
"LINESTRING (112.291 32.1506, 111.69499969482422 32.389400482177734)",XFN -> LHK,38.53089341781587 mi
"LINESTRING (9.835556030273438 53.5352783203125, 9.9882297515869 53.630401611328)",XFW -> HAM,9.078280004668251 mi
"LINESTRING (14.965299606323242 -16.755399703979492, 15.683799743700002 -17.0435009003)",XGN -> VPE,51.50264767445557 mi
"LINESTRING (-65.9927978515625 58.71139907836914, -78.14859771728516 60.818599700927734)",XGR -> AKV,446.504578339217 mi
"LINESTRING (102.18399810791016 27.989099502563477, 100.7593 27.5403)",XIC -> NLH,92.45908125840465 mi
"LINESTRING (47.791900634799994 28.9347991943, 47.96889877319336 29.226600646972656)",XIJ -> KWI,22.819410916601957 mi
"LINESTRING (115.96399688720703 43.91559982299805, 118.90799713134766 42.23500061035156)",XIL -> CIF,188.5552034261364 mi
"LINESTRING (-51.1143153906 69.0809150007, -51.0570983887 69.2432022095)",XIQ -> JAV,11.300930041097185 mi
"LINESTRING (108.751999 34.447102, 109.120003 34.376701)",XIY -> SIA,21.53367858186925 mi
"LINESTRING (51.3149986267 25.1173000336, 51.565102 25.261101)",XJD -> DIA,18.526955780249253 mi
"LINESTRING (73.63839721679688 33.05009841918945, 74.3638916016 32.5355567932)",XJM -> SKT,55.13233337165575 mi
"LINESTRING (103.157997 19.450001, 102.16100311279297 19.897300720214844)",XKH -> LPQ,71.8513494577286 mi
"LINESTRING (-88.6427993774414 53.52470016479492, -89.28919982910156 52.89390182495117)",XKS -> WNN,51.137179859520565 mi
"LINESTRING (-101.46900177 58.6175003052, -96.50969696039999 56.0374984741)",XLB -> KES,256.7723279688469 mi
"LINESTRING (-16.463199615478516 16.050800323486328, -17.073333 14.67)",XLS -> DSS,103.704023680433 mi
"LINESTRING (149.72000122070312 -37.59830093383789, 149.901000977 -36.9085998535)",XMC -> MIM,48.68280507241225 mi
"LINESTRING (4.033120155334473 50.31050109863281, 4.45382 50.459202)",XME -> CRL,21.191682578174866 mi
"LINESTRING (-146.07000732421875 -14.436800003051758, -146.2570037841797 -14.428099632263184)",XMH -> AHE,12.527044397846458 mi
"LINESTRING (118.12799835205078 24.54400062561035, 118.359001 24.4279)",XMN -> KNH,16.59333046787141 mi
"LINESTRING (-78.12079620361328 -2.2991700172424316, -78.984398 -2.88947)",XMS -> CUE,72.22654746033315 mi
"LINESTRING (1.3780399560928345 44.025699615478516, 1.36382 43.629101)",XMW -> TLS,27.411787863069822 mi
"LINESTRING (142.7760009765625 -9.90110969543457, 143.07000732421875 -10.050000190734863)",XMY -> CNC,22.49691160034475 mi
"LINESTRING (-94.306801 36.281898, -94.17009735107422 36.00510025024414)",XNA -> FYV,20.59001257023376 mi
"LINESTRING (102.042999 36.5275, 103.620002747 36.5152015686)",XNN -> LHW,87.56855205817583 mi
"LINESTRING (4.866720199584961 44.140499114990234, 4.901830196380615 43.90729904174805)",XOG -> AVN,16.206891914704208 mi
"LINESTRING (-101.26599884 55.7491989136, -97.16419982910156 55.58890151977539)",XPK -> PIW,160.1950785332748 mi
"LINESTRING (-87.621201 14.3824, -87.21720123291016 14.06089973449707)",XPL -> TGU,35.008739647045076 mi
"LINESTRING (-97.2741937637 52.9965258788, -97.16419982910156 55.58890151977539)",XPP -> PIW,179.17269724723087 mi
"LINESTRING (44.361598968500005 33.940200805699995, 44.2346000671 33.262500762900004)",XQC -> BGW,47.39200748786213 mi
"LINESTRING (-84.12979888916016 9.443160057067871, -84.13980102539062 9.957050323486328)",XQP -> SYQ,35.51331653508286 mi
"LINESTRING (150.781006 -33.600601, 150.98800659179688 -33.924400329589844)",XRH -> BWU,25.336027561382675 mi
"LINESTRING (-132.42300415 61.9706001282, -135.3159942626953 59.46009826660156)",XRR -> SGY,199.07536382612656 mi
"LINESTRING (-6.060110092163086 36.744598388671875, -6.34946012497 36.645198822)",XRY -> ROZ,17.439720078190913 mi
"LINESTRING (52.580278 24.283611, 51.608056 25.273056)",XSB -> DOH,91.61556009697156 mi
"LINESTRING (-71.528503418 21.515699386599998, -71.14230346679688 21.444499969482422)",XSC -> GDT,25.31340532055709 mi
"LINESTRING (-116.78099823 37.7988014221, -117.086998 38.06019974)",XSD -> TPH,24.582811925021865 mi
"LINESTRING (-98.9072036743 56.7928009033, -96.50969696039999 56.0374984741)",XSI -> KES,105.44483041080504 mi
"LINESTRING (103.86799621582031 1.416949987411499, 103.994003 1.35019)",XSP -> SIN,9.850537153685107 mi
"LINESTRING (143.81100463867188 -27.986400604248047, 144.2530059814453 -26.612199783325195)",XTG -> ULP,98.75102052071082 mi
"LINESTRING (-98.512199 58.7061, -101.46900177 58.6175003052)",XTL -> XLB,106.42039376310366 mi
"LINESTRING (149.89999389648438 -25.801700592041016, 150.61700439453125 -26.774999618530273)",XTO -> CCL,80.59330686823486 mi
"LINESTRING (117.555278 34.059056, 118.873611 34.571667)",XUZ -> LYG,83.15381053601627 mi
"LINESTRING (3.4612600803375244 50.325801849365234, 4.033120155334473 50.31050109863281)",XVS -> XME,25.251537803950015 mi
"LINESTRING (46.72520065307617 24.709800720214844, 46.69879913330078 24.957599639892578)",XXN -> RUH,17.201292756765426 mi
"LINESTRING (159.21841 -9.092816, 160.05499267578 -9.4280004501343)",XYA -> HIR,61.57105894674119 mi
"LINESTRING (97.86699676513672 15.300000190734863, 97.66069793701172 16.444700241088867)",XYE -> MNU,80.27153049439792 mi
"LINESTRING (-125.3030014038086 52.45249938964844, -126.596001 52.387501)",YAA -> QBC,54.66886036104131 mi
"LINESTRING (-85.0325489044 73.0058922479, -68.7032012939 76.5311965942)",YAB -> THU,381.4403953449006 mi
"LINESTRING (-91.82440185546875 51.72719955444336, -89.85530090332031 53.01250076293945)",YAC -> KIF,121.59320349773023 mi
"LINESTRING (-93.439697265625 48.65420150756836, -93.4030990600586 48.566200256347656)",YAG -> INL,6.306046538017821 mi
"LINESTRING (-73.6753005981 53.754699707, -65.9927978515625 58.71139907836914)",YAH -> XGR,451.47434074356937 mi
"LINESTRING (-72.03140258789062 -36.58250045776367, -73.063103 -36.772701)",YAI -> CCP,58.66140461517103 mi
"LINESTRING (-139.660003662 59.5032997131, -135.5240020751953 59.24380111694336)",YAK -> HNS,146.65950417504774 mi
"LINESTRING (-126.91600036621094 50.58219909667969, -126.596001 52.387501)",YAL -> QBC,125.492923597043 mi
"LINESTRING (-84.5093994140625 46.48500061035156, -84.47239685058594 46.25080108642578)",YAM -> CIU,16.277684684628902 mi
"LINESTRING (11.523500442504883 3.8360400199890137, 11.553299903869629 3.722559928894043)",YAO -> NSI,8.10550023861835 mi
"LINESTRING (138.082993 9.49891, 134.544236 7.36731)",YAP -> ROR,283.16437318112884 mi
"LINESTRING (177.5449981689453 -16.758899688720703, 177.368 -16.966)",YAS -> TTL,18.486095010599648 mi
"LINESTRING (-82.43190002441406 52.9275016784668, -88.54190063476562 52.70859909057617)",YAT -> SUR,255.5049433605596 mi
"LINESTRING (-89.57939910888672 53.84920120239258, -88.6427993774414 53.52470016479492)",YAX -> XKS,44.39956262329305 mi
"LINESTRING (-56.083099365200006 51.3918991089, -56.3802986145 47.095500946)",YAY -> MQC,297.15757638604634 mi
"LINESTRING (-125.775583 49.079833, -126.91600036621094 50.58219909667969)",YAZ -> YAL,115.57663902313936 mi
"LINESTRING (-115.541861057 51.207340469900004, -113.997001648 49.520599365200006)",YBA -> WPC,134.96983142586996 mi
"LINESTRING (-89.808098 68.534401, -85.0325489044 73.0058922479)",YBB -> YAB,327.26581949290187 mi
"LINESTRING (-68.20439910888672 49.13249969482422, -68.31279754639999 47.2854995728)",YBC -> WFK,127.71433015700987 mi
"LINESTRING (-108.48100280761719 59.5614013671875, -111.700996399 57.3816986084)",YBE -> HZP,190.26227892661106 mi
"LINESTRING (-70.99639892578125 48.33060073852539, -68.20439910888672 49.13249969482422)",YBG -> YBC,138.77027330406858 mi
"LINESTRING (-55.784999847399995 53.4693984985, -56.083099365200006 51.3918991089)",YBI -> YAY,144.0908847772325 mi
"LINESTRING (-96.077796936 64.29889678960001, -89.808098 68.534401)",YBK -> YBB,339.74575285227144 mi
"LINESTRING (-125.27100372314453 49.950801849365234, -125.775583 49.079833)",YBL -> YAZ,64.29444147954291 mi
"LINESTRING (-130.25 56.9667015076, -132.3699951 56.48429871)",YBO -> WRG,86.99899978915263 mi
"LINESTRING (104.545 28.8005555556, 105.39299774169922 28.85219955444336)",YBP -> LZO,51.455005456753746 mi
"LINESTRING (-99.951897 49.91, -101.358002 48.4156)",YBR -> MIB,121.22794004527488 mi
"LINESTRING (-90.3768997192 52.6067008972, -89.85530090332031 53.01250076293945)",YBS -> KIF,35.50639162556087 mi
"LINESTRING (-101.679001 57.8894, -101.46900177 58.6175003052)",YBT -> XLB,50.88335426498276 mi
"LINESTRING (-97.018303 52.358898, -97.2741937637 52.9965258788)",YBV -> XPP,45.34162948727851 mi
"LINESTRING (-123.233001709 48.75, -122.910003662 48.7081985474)",YBW -> ESD,15.001557160371702 mi
"LINESTRING (-57.185298919699996 51.443599700899995, -56.083099365200006 51.3918991089)",YBX -> YAY,47.627106810504706 mi
"LINESTRING (-110.744003 54.304199, -111.700996399 57.3816986084)",YBY -> HZP,215.84785593983088 mi
"LINESTRING (-105.138000488 69.1081008911, -106.585281372 68.1252746582)",YCB -> JOJ,77.07158671053534 mi
"LINESTRING (-74.56330108642578 45.09280014038086, -74.84559631347656 44.93579864501953)",YCC -> MSS,17.544287041566264 mi
"LINESTRING (-123.869862556 49.054970224899996, -123.233001709 48.75)",YCD -> YBW,35.78644900959641 mi
"LINESTRING (-81.508301 43.285599, -82.52890015 42.9109993)",YCE -> PHN,57.629166491523485 mi
"LINESTRING (-117.632003784 49.2963981628, -116.8199997 47.77429962)",YCG -> COE,111.53493088021277 mi
"LINESTRING (-65.449203 47.007801, -68.0178985596 46.871498107899995)",YCH -> CAR,121.5387612303214 mi
"LINESTRING (-126.08 67.0392, -135.00599 68.223297)",YCK -> LAK,248.29294129958336 mi
"LINESTRING (-66.330299 47.990799, -65.449203 47.007801)",YCL -> YCH,79.40066663866088 mi
"LINESTRING (-79.17169952392578 43.19169998168945, -78.94619750976562 43.1072998046875)",YCM -> IAG,12.775897741317616 mi
"LINESTRING (-81.01360321044922 49.10559844970703, -84.5093994140625 46.48500061035156)",YCN -> YAM,243.08121747846837 mi
"LINESTRING (-115.143997 67.816704, -106.585281372 68.1252746582)",YCO -> JOJ,222.64448509633732 mi
"LINESTRING (-121.62699890136719 55.687198638916016, -125.3030014038086 52.45249938964844)",YCQ -> YAA,268.5521296330679 mi
"LINESTRING (-97.76080322265625 54.610599517822266, -97.16419982910156 55.58890151977539)",YCR -> PIW,71.59065535847088 mi
"LINESTRING (-90.73110198970001 63.346900939899996, -96.077796936 64.29889678960001)",YCS -> YBK,175.67705718380824 mi
"LINESTRING (-111.444999695 52.0750007629, -110.744003 54.304199)",YCT -> YBY,156.73237844795563 mi
"LINESTRING (111.031388889 35.116391, 111.641236 36.132629)",YCU -> LFQ,78.12388682508143 mi
"LINESTRING (-121.939002991 49.1528015137, -122.53800201416016 48.79280090332031)",YCW -> BLI,36.83422086291435 mi
"LINESTRING (-68.5167007446 70.4860992432, -56.1305999756 72.7901992798)",YCY -> JUV,312.24175337926204 mi
"LINESTRING (-139.1280059814453 64.04309844970703, -135.00599 68.223297)",YDA -> LAK,310.8045795967341 mi
"LINESTRING (-139.04100036621094 61.37110137939453, -139.660003662 59.5032997131)",YDB -> YAK,130.76625632024593 mi
"LINESTRING (-57.39139938354492 49.21080017089844, -56.3802986145 47.095500946)",YDF -> MQC,153.40217405952046 mi
"LINESTRING (-65.7854247093 44.5458450365, -68.3615036 44.45000076)",YDG -> BHB,127.12457342097187 mi
"LINESTRING (-130.031997681 58.4221992493, -130.25 56.9667015076)",YDL -> YBO,100.88782537544806 mi
"LINESTRING (-100.052001953125 51.100799560546875, -99.951897 49.91)",YDN -> YBR,82.39470985291095 mi
"LINESTRING (-72.375 48.778499603271, -70.99639892578125 48.33060073852539)",YDO -> YBG,70.23291909612071 mi
"LINESTRING (-61.680301666259766 56.549198150634766, -65.9927978515625 58.71139907836914)",YDP -> XGR,218.4798079826698 mi
"LINESTRING (-120.18299865722656 55.7422981262207, -121.62699890136719 55.687198638916016)",YDQ -> YCQ,56.330604261919035 mi
"LINESTRING (-123.012001 49.0742, -123.111000061 49.2943992615)",YDT -> CXH,15.857792516815195 mi
"LINESTRING (128.34971 36.630373, 127.498741 36.717008)",YEC -> CJJ,47.53630679640237 mi
"LINESTRING (-113.580001831 53.309700012200004, -115.541861057 51.207340469900004)",YEG -> YBA,167.2720008063723 mi
"LINESTRING (29.5625991821 40.2551994324, 29.009199142456055 40.233299255371094)",YEI -> BTZ,29.225102853749018 mi
"LINESTRING (-94.07080078119999 61.0942001343, -90.73110198970001 63.346900939899996)",YEK -> YCS,189.13651489714397 mi
"LINESTRING (-82.5614013672 46.351398468, -83.74389648440001 46.0093002319)",YEL -> DRE,61.309459954943485 mi
"LINESTRING (-81.85810089111328 45.84280014038086, -82.5614013672 46.351398468)",YEM -> YEL,48.686141597532654 mi
"LINESTRING (-102.966003418 49.2103004456, -103.641998291 48.177898407)",YEN -> ISN,77.70950320067647 mi
"LINESTRING (-2.638819932937622 51.0093994140625, -2.71909 51.382702)",YEO -> BRS,26.02610878076796 mi
"LINESTRING (-87.67610168457031 56.01890182495117, -91.0271987915039 53.965599060058594)",YER -> XBE,194.30638310355397 mi
"LINESTRING (51.545101165771 30.700500488281, 50.827999115 30.337600708)",YES -> GCH,49.50309007617974 mi
"LINESTRING (-116.464996338 53.578899383499994, -113.580001831 53.309700012200004)",YET -> YEG,120.16482886337346 mi
"LINESTRING (-85.814201355 79.9946975708, -69.3887023926 77.4886016846)",YEU -> NAQ,279.5667974861808 mi
"LINESTRING (-133.483001709 68.30419921880001, -135.00599 68.223297)",YEV -> LAK,39.36793907018865 mi
"LINESTRING (-78.249702 48.563903, -81.01360321044922 49.10559844970703)",YEY -> YCN,131.14722328727072 mi
"LINESTRING (-81.6968994140625 52.20140075683594, -82.43190002441406 52.9275016784668)",YFA -> YAT,58.905308594068046 mi
"LINESTRING (-68.555801 63.756402, -65.9927978515625 58.71139907836914)",YFB -> XGR,358.77324160987513 mi
"LINESTRING (-66.53720092773438 45.868900299072266, -67.792098999 46.1231002808)",YFC -> HUL,62.74306011489228 mi
"LINESTRING (-69.09719848632812 48.74610137939453, -68.20439910888672 49.13249969482422)",YFE -> YBC,48.52394004950935 mi
"LINESTRING (-87.90779876708984 51.5619010925293, -88.54190063476562 52.70859909057617)",YFH -> SUR,83.66866229344171 mi
"LINESTRING (-114.077002 64.190804, -115.143997 67.816704)",YFJ -> YCO,252.30624320873284 mi
"LINESTRING (-101.68199920654297 54.6781005859375, -101.26599884 55.7491989136)",YFO -> XPK,75.80122366489321 mi
"LINESTRING (-113.690002441 61.1808013916, -114.077002 64.190804)",YFR -> YFJ,208.33401700788392 mi
"LINESTRING (-121.23699951171875 61.76020050048828, -113.690002441 61.1808013916)",YFS -> YFR,252.09979013107903 mi
"LINESTRING (-55.67390060424805 52.372798919677734, -56.083099365200006 51.3918991089)",YFX -> YAY,69.98507285308597 mi
"LINESTRING (-124.51799774169922 49.69419860839844, -125.27100372314453 49.950801849365234)",YGB -> YBL,37.96091496855359 mi
"LINESTRING (-123.4969 48.8545, -123.233001709 48.75)",YGG -> YBW,14.013212712915218 mi
"LINESTRING (-128.6510009765625 66.24079895019531, -126.08 67.0392)",YGH -> YCK,89.45557269445091 mi
"LINESTRING (133.23599243164062 35.4921989440918, 132.88999939 35.4136009216)",YGJ -> IZO,20.21675074732665 mi
"LINESTRING (-76.5969009399414 44.22529983520508, -76.02169799804688 43.99190139770508)",YGK -> ART,32.77777993998889 mi
"LINESTRING (-77.7042007446289 53.625301361083984, -73.6753005981 53.754699707)",YGL -> YAH,165.05979242214565 mi
"LINESTRING (-97.04329681396484 50.62810134887695, -97.2407989502 48.9425010681)",YGM -> PMB,116.79769694678981 mi
"LINESTRING (-94.49140167236328 54.55889892578125, -95.613899231 56.0614013672)",YGO -> ILF,112.80477989052797 mi
"LINESTRING (-64.4785995483 48.7752990723, -66.330299 47.990799)",YGP -> YCL,100.78422008386472 mi
"LINESTRING (-86.93939971923828 49.77830123901367, -87.90779876708984 51.5619010925293)",YGQ -> YFH,130.32533936514585 mi
"LINESTRING (-61.778099060058594 47.42470169067383, -64.4785995483 48.7752990723)",YGR -> YGP,155.6629628331356 mi
"LINESTRING (-81.8161010742 69.3647003174, -89.808098 68.534401)",YGT -> YBB,206.30459193331905 mi
"LINESTRING (-63.61140060424805 50.281898498535156, -64.4785995483 48.7752990723)",YGV -> YGP,111.12274786436066 mi
"LINESTRING (-77.76529693603516 55.281898498535156, -77.7042007446289 53.625301361083984)",YGW -> YGL,114.48737310556575 mi
"LINESTRING (-94.71060180664062 56.35749816894531, -95.613899231 56.0614013672)",YGX -> ILF,40.29125527501894 mi
"LINESTRING (-82.90920257570001 76.4261016846, -69.3887023926 77.4886016846)",YGZ -> NAQ,222.63965465454902 mi
"LINESTRING (-56.28609848022461 52.528099060058594, -55.784999847399995 53.4693984985)",YHA -> YBI,68.29420352555229 mi
"LINESTRING (-102.310997009 52.8166999817, -101.68199920654297 54.6781005859375)",YHB -> YFO,131.1529337726194 mi
"LINESTRING (-92.744202 49.831699, -93.439697265625 48.65420150756836)",YHD -> YAG,87.19634502188859 mi
"LINESTRING (-121.498001099 49.3683013916, -121.939002991 49.1528015137)",YHE -> YCW,24.842396977409294 mi
"LINESTRING (-83.68609619140625 49.71419906616211, -81.01360321044922 49.10559844970703)",YHF -> YCN,127.28127712445625 mi
"LINESTRING (-117.80599975585938 70.76280212402344, -115.143997 67.816704)",YHI -> YCO,213.64814698504662 mi
"LINESTRING (-95.84970092770001 68.635597229, -89.808098 68.534401)",YHK -> YBB,152.51433654041304 mi
"LINESTRING (-79.93499755859999 43.173599243199995, -79.5958023071 42.872200012200004)",YHM -> DU9,26.9674699413556 mi
"LINESTRING (-84.75890350341797 49.19309997558594, -83.68609619140625 49.71419906616211)",YHN -> YHF,60.15056653459499 mi
"LINESTRING (-60.228599548339844 55.448299407958984, -61.680301666259766 56.549198150634766)",YHO -> YDP,94.50576377521001 mi
"LINESTRING (-94.2556 52.1133, -92.8364028931 52.991100311299995)",YHP -> KEW,85.04644281677558 mi
"LINESTRING (-59.63669967651367 50.46889877319336, -57.185298919699996 51.443599700899995)",YHR -> YBX,126.1599519594602 mi
"LINESTRING (-137.54600524902344 60.78919982910156, -139.04100036621094 61.37110137939453)",YHT -> YDB,64.12016027646305 mi
"LINESTRING (-73.4169006348 45.5175018311, -73.46810150146484 44.650901794433594)",YHU -> PBG,59.92901822260405 mi
"LINESTRING (-115.782997131 60.8396987915, -113.690002441 61.1808013916)",YHY -> YFR,73.94005347166576 mi
"LINESTRING (-63.5085983276 44.8807983398, -65.7854247093 44.5458450365)",YHZ -> YDG,114.1600949657711 mi
"LINESTRING (-91.6386032104 48.7738990784, -91.83070374 47.82450104)",YIB -> LYU,66.18932667117001 mi
"LINESTRING (114.3062 27.8025, 114.736999512 26.856899261499997)",YIC -> JGS,70.48356841404149 mi
"LINESTRING (119.9117 47.3106, 122.008333 46.195333)",YIE -> HLH,125.64755464211288 mi
"LINESTRING (-58.6582984924 51.2117004395, -57.185298919699996 51.443599700899995)",YIF -> YBX,65.58222223216868 mi
