Code,Location,Parent,Children
PKU,Pekanbaru Indonesia,CGK,[DUM]
PKV,Pskov Russian Federation,VKO,N/A
PKX, International (PKX) is an airport in China,SHA,[DSN; JUZ]
PKY,Palangkaraya Indonesia,CGK,N/A
PKZ,Laos,VTE,N/A
PLJ,Belize,BZE,[INB]
PLM,Palembang Indonesia,CGK,[PXA]
PLN,United States,DTW,N/A
PLO,oln (PLO) is a smaller airport in Australia,ADL,N/A
PLQ,Lithuania,RIX,N/A
PLS,Turks and Caicos Islands,GDT,[GDT; XSC]
PLW,Palu Indonesia,UPG,[MOH; TLI; UOL]
PLX,Kazakhstan,ALA,N/A
PLZ,South Africa,JNB,N/A
PMA,Kenya,ZNZ,N/A
PMC,Puerto Montt,SCL,N/A
PMF,Italy,CAG,N/A
PMI,Spain,BCN,[IBZ; ILD; MAH; VLC; ZAZ]
PMK,Australia,TSV,N/A
PMO,Italy,FCO,[NRN]
PMR,New Zealand,AKL,N/A
PMV,Porlamar,CCS,[CCS; TUV]
PMW,Brazil,GYN,N/A
PMZ,Costa Rica,SJO,N/A
PNA,Spain,MAD,N/A
PND,Belize,BZE,N/A
PNG,Brazil,CWB,N/A
PNH,Cambodia,BKK,[KOS; REP]
PNI,Micronesia,TKK,[TKK]
PNK,Pontianak Indonesia,CGK,[KTG; PSU; SQG]
PNL,Italy,FCO,N/A
PNP,Papua New Guinea,POM,[TFI]
PNQ,India,DEL,N/A
PNR,Pointe-Noire,BZV,[BZV]
PNS,United States,ATL,N/A
PNT,Chile,SCL,N/A
PNY,India,HYD,N/A
PNZ,Brazil,GRU,N/A
POA,Porto Alegre Brazil,GRU,[BGX; GEL; GRU; PET; RIA; RIG; RVY; SRA; URG]
POG,Port-Gentil,LBV,[LBV]
POL,Mozambique,MPM,N/A
POM,Papua New Guinea,LAE,[DAU; GKA; GUR; HGU; KOM; LAE; MAG; PNP; RAB; UNG]
POP,Puerto Plata,YYZ,N/A
POR,Finland,HEL,N/A
POS,Port-Of-Spain,TAB,[GEO; GND; TAB]
POZ,Poznan Poland,WAW,N/A
PPB,Brazil,VCP,N/A
PPG,United States,FTI,[FTI; OFU]
PPK,Kazakhstan,ALA,N/A
PPN,Popayan Colombia,BOG,N/A
PPP,Australia,BNE,N/A
PPQ,New Zealand,AKL,N/A
PPS,esa (PPS) is a smaller airport in Philippines,MNL,[CYU]
PPT,Papeete,BOB,[AAA; APK; BOB; FAC; FAV; GMR; HUH; KHZ; KKR; MKP; MOZ; RFP; RGI; RUR; TKX; TUB; XMH]
PPV,United States,KTN,[KPB]
PQC,Phu Quoc,SGN,N/A
PQI, Rgnl At Presque Isle (PQI) is a smaller airport in United States,EWR,N/A
PQM,Mexico,MEX,N/A
PQQ,Australia,SYD,N/A
PQS,United States,BET,N/A
PRA,Parana Argentina,AEP,N/A
PRC,Prescott United States,DEN,N/A
PRG,Prague,SVO,[KSC; WAW]
PRH,Thailand,DMK,N/A
PRI,Seychelles,SEZ,[SEZ]
PRM,Portugal,CAT,[CAT]
PRN,Kosovo,ZRH,N/A
PRS,Solomon Islands,HIR,N/A
PSA,Italy,FCO,[GRO]
PSC,Pasco United States,SEA,N/A
PSE,Ponce United States,MCO,N/A
PSG,United States,JNU,N/A
PSJ,Poso Indonesia,UPG,N/A
PSM,Portsmouth United States,PGD,N/A
PSO,Pasto Colombia,BOG,N/A
PSP,s International (PSP) is a mid-sized airport in United States,SFO,N/A
PSR,Italy,BGY,N/A
PSS,Argentina,AEP,N/A
PSU,Indonesia,PNK,N/A
PTG,South Africa,JNB,N/A
PTO,Brazil,CWB,N/A
PTP,Pointe-A-Pitre,FDF,[DCF; FDF; SFG]
PTQ,Brazil,BVS,N/A
PTU,United States,BET,[GNU]
PTX,Colombia,BOG,N/A
PTY,Panama City,BOG,[MGA; PUJ; VLN]
PUB,United States,DEN,N/A
PUE,Panama,PAC,N/A
PUF,France,ORY,N/A
PUG,Australia,ADL,[CPD]
PUJ,Dominican Republic,PTY,N/A
PUM,Indonesia,UPG,N/A
PUQ,Punta Arenas Chile,SCL,[WPR; WPU]
PUS,Kimhae,GMP,N/A
PUU,Puerto Asis Colombia,BOG,N/A
PUW,United States,SEA,N/A
PUY,Croatia,ZAD,[ZAD]
PUZ,Nicaragua,MGA,N/A
PVC,United States,BOS,N/A
PVD,Providence United States,DCA,N/A
PVG,Shanghai,HKG,[AOG; CGQ; DLC; HDG; HRB; HZG; KWL; SHE; SQJ; TEN; ZHA]
PVH,Porto Velho Brazil,MAO,N/A
PVI,Brazil,CWB,N/A
PVK,Preveza Greece,LGW,N/A
PVR,Puerto Vallarta Mexico,MEX,N/A
PVU,United States,AZA,[AZA]
PWE,Russian Federation,YKS,N/A
PWM,United States,PHL,N/A
PWQ,Kazakhstan,TSE,N/A
PXA,Lahat Indonesia,PLM,N/A
PXM,Mexico,MEX,N/A
PXO,Portugal,FNC,N/A
PXU,Vietnam,SGN,N/A
PYC,Panama,ACU,N/A
PYG,Gangtok India,PBH,N/A
PYH,Puerto Ayacucho Venezuela,CCS,N/A
PYJ,Udachny Russia,IKT,N/A
PZB,South Africa,JNB,N/A
PZH,Pakistan,ISB,N/A
PZI,China,CTU,N/A
PZL,Phinda South Africa,MQP,N/A
PZO,Venezuela,CCS,N/A
PZU,Sudan,KRT,N/A
QBC,Canada,YVR,N/A
QOW,Imo Nigeria,LOS,N/A
QRC,Rancagua Chile,SCL,N/A
QRO,Queretaro Mexico,MTY,N/A
QRW,Warri Nigeria,LOS,N/A
QSF,Setif Algeria,LYS,N/A
QSZ,China,URC,N/A
QUO,Uyo,LOS,N/A
RAB,Papua New Guinea,POM,[BUA; KVG; LNV; NIS]
RAE,Saudi Arabia,RUH,N/A
RAH,Saudi Arabia,RUH,N/A
RAI,Cape Verde,SID,[MMO; SFL; SID; VXE]
RAJ,India,BOM,N/A
RAK,Marrakech,CMN,N/A
RAO,Ribeirao Preto Brazil,GRU,N/A
RAP,United States,DEN,N/A
RAQ,Raha Indonesia,UPG,N/A
RAR,Avarua,AIT,[AIT]
RAS,Iran,THR,N/A
RBA,Rabat Morocco,CDG,N/A
RBQ,Bolivia,LPB,N/A
RBR,Rio Branco Brazil,BSB,[CZS]
RBV,Ramata Island Solomon Islands,EGM,N/A
RBY,United States,FAI,N/A
RCB,South Africa,JNB,N/A
RCH,Colombia,BOG,N/A
RCM,Australia,HGD,[HGD]
RCU,Argentina,AEP,N/A
RDD,United States,SFO,N/A
RDM,United States,SEA,N/A
RDP,Andal India,MAA,N/A
RDU,United States,ATL,N/A
RDV,United States,SLQ,[CKD]
RDZ,Rodez France,ORY,N/A
REC,Recife Brazil,GRU,[ARX; CPV; FEC; FEN; MVF; PAV]
REG,Italy,FCO,N/A
REL,Trelew Argentina,AEP,N/A
REN,Russian Federation,SVO,N/A
REP,Cambodia,PNH,N/A
RES,Argentina,AEP,N/A
RET,Norway,SVJ,N/A
REU,Spain,STN,N/A
REX,Reynosa Mexico,MEX,N/A
RFD,United States,AZA,N/A
RFP,French Polynesia,PPT,[MAU]
RGA,Argentina,AEP,N/A
RGI,French Polynesia,PPT,[MVT; RKA; TIH]
RGK,Russian Federation,DME,N/A
RGL,Argentina,AEP,N/A
RGN,Myanmar,NYU,[AKY; HEH; LIW; MDL; MGZ; MWQ; NYT; NYU; SNW; TVY; VBP]
RGS,Spain,BCN,N/A
RHD,Argentina,AEP,N/A
RHI,United States,MSP,N/A
RHO,Rhodes,ATH,[KZS]
RHT,China,AXF,N/A
RIA,Brazil,POA,N/A
RIB,Riberalta Bolivia,TDD,[TDD]
RIC,United States,ATL,N/A
RIG,Brazil,POA,N/A
RIS,Japan,OKD,N/A
RIW,United States,DEN,[SHR]
RIX,Latvia,SVO,[LPX; PLQ; VNO]
RIZ,China,DLC,N/A
RJA,India,HYD,N/A
RJB,Nepal,KTM,N/A
RJH,Bangladesh,DAC,N/A
RJK,Croatia,MUC,N/A
RJL,Logrono Spain and Canary Islands,MAD,N/A
RJM,Waisai Indonesia,SOQ,N/A
RJN,Iran,THR,N/A
RKA,French Polynesia,RGI,N/A
RKD,Rockland United States,BOS,N/A
RKE,Copenhagen Denmark,AGH,N/A
RKS,s Sweetwater County Airport (RKS) is a smaller airport in United States,DEN,N/A
RKT,United Arab Emirates,CAI,N/A
RKV,Iceland,AEY,[AEY; EGS; IFJ]
RKZ,China,XIY,N/A
RLG,Germany,MUC,N/A
RLK,China,HET,N/A
RMA,Australia,BNE,N/A
RMF,Egypt,CAI,N/A
RMI,Italy,TIA,N/A
RMQ,Shalu,KNH,N/A
RMT,French Polynesia,RUR,N/A
RMU,Spain,LGW,N/A
RNA,Arona Solomon Islands,HIR,N/A
RNB,Sweden,BMA,N/A
RNI,Nicaragua,BEF,N/A
RNJ,Japan,ASJ,N/A
RNL,Tigoa Solomon Islands,HIR,N/A
RNN,Denmark,CPH,N/A
RNO,United States,LAS,N/A
RNS,Rennes France,CDG,N/A
ROA,United States,CLT,N/A
ROB,Liberia,ACC,[FNA]
ROC,United States,ORD,N/A
ROI,Thailand,DMK,N/A
ROK,Australia,BNE,N/A
ROO,Brazil,VCP,N/A
ROR,Palau,GUM,N/A
ROS,Argentina,AEP,N/A
ROT,New Zealand,AKL,N/A
ROV,Russian Federation,SVO,N/A
ROW,United States,DFW,N/A
RPR,India,DEL,N/A
RQA,China,KRL,N/A
RRG,Plaine Corail,MRU,N/A
RRS,Roros Norway,OSL,N/A
RSA,Argentina,AEP,N/A
RSD,Bahamas,NAS,N/A
RSH,United States,BET,[MLL]
RSS,Sudan,KRT,N/A
RST,United States,ORD,N/A
RSU,South Korea,GMP,N/A
RSW,Fort Myers United States,ATL,N/A
RTA,Fiji,NAN,N/A
RTB,Honduras,SAP,[LCE; SAP; TGU]
RTG,Ruteng Indonesia,KOE,N/A
RTI,Rote Island Indonesia,KOE,N/A
RTM,Netherlands,LCY,N/A
RUA,Uganda,EBB,N/A
RUD,Iran,SNX,N/A
RUH,Riyadh,JED,[ABT; AHB; AJF; AQI; BHH; DWD; EAM; GIZ; HAS; JED; MED; RAE; RAH; SHW; TIF; TUI; ULH; URY; WAE]
RUN,Sainte-Denis,MRU,[MRU]
RUR,Rurutu French Polynesia,PPT,[RMT]
RUS,Solomon Islands,HIR,N/A
RUT,United States,BOS,N/A
RVD,Rio Verde Brazil,VCP,N/A
RVE,Saravena Colombia,BGA,N/A
RVK,Rorvik Norway,TRD,N/A
RVN,Finland,HEL,N/A
RVV,Rairua French Polynesia,TUB,N/A
RVY,Uruguay,POA,N/A
RXS,Roxas City Philippines,MNL,N/A
RYK,Pakistan,KHI,N/A
RZE,Rzeszow Poland,WAW,N/A
RZH,Russian Federation,VVO,N/A
RZR,Iran,THR,N/A
SAB,Saba,SXM,N/A
SAE,Greenland,UMD,[IKE]
SAF,United States,DEN,N/A
SAG,India,HYD,N/A
SAL,San Salvador,SJO,[GUA]
SAN,bergh Fld (SAN) is a large airport in United States,SJC,N/A
SAP,San Pedro Sula,RTB,[RTB]
SAT,United States,DFW,N/A
SAV,United States,ATL,N/A
SAW,Istanbul,ADB,[ADA; ADB; ASR; AYT; BJV; DIY; DLM; ECN; EDO; ERC; ERZ; ESB; EZS; HTY; KSY; MLX; MSR; NAV; OGU; SZF; TZX; VAN; VAS]
SBA,United States,SFO,N/A
SBH,Saint Barthelemy,SXM,[SXM]
SBN,United States,ORD,N/A
SBP,San Luis Obispo United States,PHX,N/A
SBR,Australia,XMY,[GIC]
SBW,Malaysia,KUL,N/A
SBY,United States,CLT,N/A
SBZ,Romania,MUC,[FMM]
SCC,United States,NUI,[BTI; NUI]
SCE,United States,PHL,N/A
SCK,United States,LAX,N/A
SCL,Santiago,CJC,[ANF; ARI; BBA; CCP; CJC; CPO; EPA; IPC; IQQ; LSC; MHC; PMC; PNT; PUQ; QRC; ZAL; ZCO; ZOS]
SCM,United States,BET,[HPB]
SCN,Germany,TXL,N/A
SCO,Kazakhstan,GUW,[GUW]
SCQ,Spain,MAD,N/A
SCR,Sälen-Trysil Sweden,AGH,N/A
SCU,Santiago De Cuba Cuba,PAP,N/A
SCV,Suceava Romania,OTP,N/A
SCW,Russian Federation,SVO,[UTS]
SCY,Ecuador,GYE,N/A
SCZ,Solomon Islands,HIR,N/A
SDD,Angola,LAD,N/A
SDE,Argentina,AEP,N/A
SDF,United States,ORD,N/A
SDG,Iran,THR,N/A
SDJ,Japan,ITM,N/A
SDK,Malaysia,BKI,N/A
SDL,Sweden,BMA,N/A
SDN,Sandane Norway,OSL,[SOG]
SDP, Airport (SDP) is a smaller airport in United States,CDB,N/A
SDQ,Santo Domingo,JFK,N/A
SDR,Spain,MAD,N/A
SDU,Rio De Janeiro,CGH,[BSB; CGH]
SDY,United States,BIL,[BIL]
SEA,United States,PDX,[ALW; ANC; BLI; BOI; BZN; EAT; EUG; FCA; GEG; MFR; MSO; PDX; PSC; PUW; RDM; YKM]
SEB,Libyan Arab Jamahiriya,BEN,N/A
SEK,Russian Federation,YKS,N/A
SEN,United Kingdom,LDY,[LDY]
SEU,United Republic of Tanzania,ARK,[GTZ; LKY]
SEZ,Mahe,PRI,[PRI]
SFA,Sfax,TIP,N/A
SFB,United States,AVL,[HGR]
SFG,Saint Martin,PTP,N/A
SFJ,Greenland,GOH,[GOH; JAV; JHS; JSU]
SFL,Cape Verde,RAI,N/A
SFN,Santa Fe Argentina,AEP,[NCJ]
SFO,United States,LAX,[ACV; LAX; OTH; PAE; PSP; RDD; SBA; SNA]
SFT,Sweden,ARN,N/A
SGC,Russian Federation,VKO,N/A
SGD,Denmark,CPH,N/A
SGF,United States,ORD,N/A
SGG,Greenland,AGM,N/A
SGN,Ho Chi Minh City,HAN,[BMV; CAH; CXR; DAD; DLI; HAN; HPH; HUI; PQC; PXU; TBB; THD; UIH; VCL; VCS; VDH; VDO; VII; VKG]
SGO,Saint George Australia,CMA,N/A
SGU,Saint George United States,SLC,N/A
SGY,United States,JNU,N/A
SHA,Shanghai China,SZX,[CAN; JDZ; JUH; LYA; PEK; PKX; SZX; XMN; YNT]
SHB,Japan,CTS,N/A
SHC,Shire Ethiopia,ADD,N/A
SHD,Weyers Cave United States,IAD,N/A
SHE,China,PVG,[JNG; LDS; WEF; XFN]
SHF,China,KRL,N/A
SHG,United States,OBU,N/A
SHH,United States,OME,[OME]
SHI,Japan,NRT,N/A
SHJ,United Arab Emirates,TRV,[LRR; OHS]
SHL,India,CCU,N/A
SHM,Japan,HND,N/A
SHO,Manzini,JNB,N/A
SHR,United States,RIW,N/A
SHV,United States,DFW,N/A
SHW,Saudi Arabia,RUH,N/A
SHX,United States,ANI,N/A
SIC,Turkey,PAC,[OTD]
SID,Sal,RAI,[BVC; MPN; RAI; SNE]
SIF,Nepal,KTM,N/A
SIG,San Juan United States,CPX,N/A
SIN,Singapore,KUL,[IPH; KUL]
SIP,Ukraine,SVO,N/A
SIQ,Singkep Indonesia,BTH,N/A
SIR,Switzerland,LHR,N/A
SIS,South Africa,JNB,N/A
SIT,United States,JNU,N/A
SIU,Nicaragua,MGA,N/A
SJC,ta San Jose International (SJC) is a bigger airport in United States,LAX,[SAN]
SJD,San Jose Del Cabo Mexico,MEX,N/A
SJE,San Jose Del Guaviare Colombia,BOG,N/A
SJI,San Jose Philippines,MNL,N/A
SJJ,Bosnia and Herzegovina,IST,N/A
SJK,Brazil,GIG,N/A
SJL,Brazil,MAO,N/A
SJO,San Jose,TMU,[DRK; GLF; LIO; LIR; NOB; OTR; PJM; PMZ; SAL; TMU; TNO; XQP]
SJP,Brazil,CGH,N/A
SJT,United States,DFW,N/A
SJU,San Juan,EIS,[CPX; EIS; MAZ; NEV; STT; VQS]
SJW,China,HGH,[BPE; CDE; ZQZ]
SJZ,Portugal,TER,N/A
SKB,Saint Kitts,SXM,N/A
SKD,Uzbekistan,VKO,N/A
SKG,Thessaloniki,ATH,[KLX]
SKH,Nepal,KTM,N/A
SKK,United States,UNK,[KKA]
SKN,Stokmarknes Norway,BOO,N/A
SKO,Sokoto Nigeria,ABV,N/A
SKP,Macedonia,IST,N/A
SKT,Pakistan,DXB,N/A
SKU,Skiros Greece,ATH,N/A
SKX,Russian Federation,SVO,N/A
SKZ,Pakistan,KHI,N/A
SLA,Argentina,AEP,N/A
SLC,United States,DEN,[BTM; CDC; EKO; GTF; HLN; LGB; LWS; PIH; SGU; SUN; TWF; WYS]
SLH,Vanuatu,SON,N/A
SLI,Zambia,LUN,N/A
SLJ,Australia,PER,N/A
SLK,Saranac Lake United States,BOS,N/A
SLL,Oman,MCT,N/A
SLN,United States,ORD,N/A
SLP,San Luis Potosi Mexico,MEX,N/A
SLQ,United States,SRV,[RDV]
SLU,Castries,BGI,N/A
SLV,India,DEL,N/A
SLW,Saltillo Mexico,MEX,N/A
SLX,Turks and Caicos Islands,GDT,N/A
SLY,Russian Federation,TJM,N/A
SLZ,Sao Luis Brazil,GRU,[IMP]
SMA,Portugal,PDL,N/A
SMF,United States,LAX,N/A
SMI,Greece,ATH,N/A
SMK,United States,WBB,[UNK]
SML,Bahamas,NAS,N/A
SMQ,Sampit Indonesia,SUB,N/A
SMR,Santa Marta Colombia,BOG,N/A
SMS,Sainte Marie Madagascar,TNR,N/A
SMT,Sorriso Brazil,CGB,N/A
SMX,United States,LAS,N/A
SNA,Santa Ana United States,SFO,N/A
SNE,Ribeira Brava Cape Verde,SID,N/A
SNN,Ireland,LHR,N/A
SNO,Thailand,DMK,N/A
SNP,St,ANC,N/A
SNR,Saint Nazaire France,TLS,N/A
SNU,Santa Clara,YYZ,N/A
SNW,Myanmar,RGN,N/A
SNX,Iran,THR,[RUD]
SOC,Boyolali Regency Indonesia,CGK,N/A
SOF,Bulgaria,VIE,[VAR]
SOG,Sogndal Norway,SDN,N/A
SOJ,Norway,TOS,N/A
SON,Vanuatu,VLI,[LOD; MWF; SLH; SSR; VLI; WLH; ZGU]
SOQ,Sorong Indonesia,UPG,[BXB; FKQ; KNG; RJM]
SOU,United Kingdom,GCI,[EGC]
SOW,United States,PHX,N/A
SPB,Saint Thomas,SSB,[SSB]
SPC,Santa Cruz De La Palma Spain,TFN,N/A
SPD,Bangladesh,DAC,N/A
SPI,Springfield United States,ORD,N/A
SPN,Northern Mariana Islands,ICN,N/A
SPP,Angola,SVP,N/A
SPR,Belize,BZE,[BZE; CUK; CZH; ORZ; TZA]
SPS,United States,DFW,N/A
SPU,Croatia,ZAG,N/A
SPY,San-Pedro,ABJ,N/A
SQD,Shangrao China,TAO,N/A
SQG,Indonesia,PNK,N/A
SQJ,China,PVG,N/A
SQN,Indonesia,AMQ,N/A
SRA,Brazil,POA,N/A
SRE,Sucre,VVI,N/A
SRG,Semarang Indonesia,CGK,[KWB; PKN]
SRH,Chad,MQQ,[MQQ]
SRI,Samarinda Indonesia,CGK,N/A
SRK,Greenland,NAQ,[NAQ]
SRN,Australia,HBA,N/A
SRP,Norway,OSL,N/A
SRQ,United States,ATL,N/A
SRV,United States,ANI,[SLQ]
SRY,Sary Iran,THR,N/A
SSA,Salvador Brazil,GRU,[BRA; LEC; VDC]
SSB,Saint Croix,SPB,[SPB]
SSG,Equatorial Guinea,BSG,[BSG; GEM]
SSH,Sharm El-Sheikh,CAI,N/A
SSJ,Sandnessjoen Norway,BOO,N/A
SSR,Pentecost Island Vanuatu,SON,N/A
STC,United States,AZA,N/A
STD,Santo Domingo Venezuela,CCS,N/A
STI,Santiago,JFK,N/A
STL,United States,ORD,[FOD; IRK; JBR; MKL; MWA; TBN]
STM,Santarem Brazil,BEL,N/A
STN,London,DUB,[BGY; BRQ; BTS; CIA; CMF; DND; DNR; FKB; GNB; LCJ; NOC; OSR; PDV; REU; VST; WMI]
STR,Germany,TXL,N/A
STS,Santa Rosa United States,LAX,N/A
STT,St,SJU,[NGD; STX; VIJ]
STV,India,DEL,N/A
STW,Stavropol Russian Federation,SVO,N/A
STX,St,STT,N/A
SUB,Surabaya,CGK,[AAP; BDO; HLP; JBB; KOE; SMQ; SUP]
SUF,Italy,MXP,N/A
SUG,Philippines,CEB,N/A
SUJ,Romania,OTP,N/A
SUK,Batagay-Alyta Russian Federation,YKS,N/A
SUN,Hailey United States,SLC,N/A
SUP,Sumenep Indonesia,SUB,N/A
SUR,Nibinamik Canada,YXL,[YLH; YPL]
SUV,Fiji,NAN,[FUN; ICI; KXF; LBS; LKB; NAN; VBV]
SUX,Sioux City United States,ORD,N/A
SUY,Russian Federation,YKS,N/A
SVA,United States,OME,N/A
SVB,Madagascar,TNR,[WMN]
SVC,Silver City United States,ABQ,N/A
SVD,Kingstown,BGI,[BGI]
SVG,Norway,OSL,N/A
SVI,Colombia,BOG,N/A
SVJ,Norway,BOO,[RET]
SVL,Finland,HEL,N/A
SVO,Moscow,LED,[ABA; AER; ARH; ASF; CEE; CEK; DWC; EGO; EVN; GDZ; GOJ; GSV; IJK; IKT; KRR; KUF; KZN; LED; MMK; MQF; MRV; MSQ; NBC; NJC; OMS; OSW; PEE; PRG; REN; RIX; ROV; SCW; SIP; SKX; STW; SVX; SXF; TJM; UFA; VOG]
SVP,Angola,LAD,[SPP]
SVQ,Spain,BCN,N/A
SVR,Greenland,THU,N/A
SVS,United States,FAI,N/A
SVU,Fiji,NAN,N/A
SVX,Sverdlovsk Russian Federation,SVO,N/A
SWA,Shantou China,CSX,N/A
SWF,Newburgh United States,PHL,N/A
SWJ,Vanuatu,NUS,N/A
SWL,Philippines,MNL,N/A
SWO,Stillwater United States,DFW,N/A
SWQ,Sumbawa Besar Indonesia,LOP,N/A
SWV,Russian Federation,GDX,N/A
SXB,Strassbourg France,AMS,N/A
SXF,Berlin Germany,SVO,[LPP]
SXK,Indonesia,AMQ,N/A
SXM,Philipsburg,SBH,[AXA; EUX; SAB; SBH; SKB]
SXO,Brazil,GGB,N/A
SXP,Nunam Iqua United States,KSM,[AUK]
SXR,India,DEL,[IXJ]
SXV,India,MAA,N/A
SXZ,Turkey,IST,N/A
SYB,United States,KPR,[KKB]
SYD,Sydney,MEL,[ABX; ARM; AVV; AYQ; BHS; BNE; BNK; BXG; CAZ; CBR; CFS; DBO; DGE; DRW; GFF; HTI; LDH; MCY; MEL; MRZ; MYA; NAA; NLK; NOU; OAG; OOL; PKE; PQQ; TMW; TRO; WGA; WTB]
SYJ,Iran,THR,N/A
SYM,China,KMG,N/A
SYO,Japan,HND,N/A
SYR,United States,ORD,N/A
SYS,Russian Federation,YKS,N/A
SYU,Sue Islet Australia,HID,[CNC]
SYX,Sanya China,PEK,N/A
SYY,United Kingdom,GLA,N/A
SYZ,Iran,THR,[BDH; LVP]
SZA,Angola,LAD,N/A
SZB,Kuala Lumpur,PEN,[AOR; KBR; KTE; TGG; XSP]
SZE,Ethiopia,ADD,N/A
SZF,Turkey,SAW,N/A
SZG,Austria,FRA,N/A
SZI,Kazakhstan,UKK,N/A
SZK,South Africa,LDZ,N/A
SZX,Shenzhen China,SHA,[DAX; NAO; SHA; WUX; YNZ; ZYI]
SZY,Szymany Poland,DTM,N/A
SZZ,Szczecin Poland,WAW,N/A
TAB,Scarborough,POS,[POS]
TAC,Tacloban Philippines,MNL,N/A
TAE,Taegu,CJU,N/A
TAG,Philippines,MNL,N/A
TAH,Whitegrass,VLI,[AUY; FTA; IPA]
TAK,Japan,HND,N/A
TAL,Tanana United States,FAI,N/A
TAM,Tampico Mexico,MEX,N/A
TAO,Qingdao China,ICN,[HIA; SQD]
TAP,Mexico,MEX,N/A
TAS,Tashkent,IST,[FEG; NCU; NMA; TMJ; UGC]
TAT,Poprad,LTN,N/A
TAY,Estonia,HEL,N/A
TAZ,Turkmenistan,ASB,N/A
TBB,Tuy Hoa Vietnam,SGN,N/A
TBG,Papua New Guinea,UNG,N/A
TBH,Philippines,MNL,N/A
TBN,United States,STL,N/A
TBO,Tanzania United Republic of,DAR,[KBH]
TBP,Tumbes Peru,LIM,N/A
TBS,Tbilisi,IST,N/A
TBT,Brazil,MAO,N/A
TBU,Nukuʻalofa,HPA,[EUA; HPA; VAV]
TBW,Russian Federation,VKO,N/A
TBZ,Iran,THR,N/A
TCA,Australia,ASP,N/A
TCB,Abaco Islands Bahamas,FLL,N/A
TCG,China,URC,N/A
TCO,Tumaco Colombia,CLO,N/A
TCQ,Tacna Peru,LIM,N/A
TCR,India,MAA,N/A
TCX,Iran,THR,N/A
TCZ,China,KMG,N/A
TDD,Trinidad,RIB,[GYA; RIB]
TDK,Kazakhstan,TSE,N/A
TDX,Thailand,BKK,N/A
TEB,United States,ACK,N/A
TEC,Brazil,CKO,[CKO]
TEE,Tebessa Algeria,ALG,N/A
TEF,Australia,PER,N/A
TEN,China,PVG,N/A
TEQ,Tekirdag Turkey,ESB,N/A
TER,Praia da Vitoria Portugal,PDL,[GRW; SJZ]
TET,ozi (TET) is the fourth largest airport in Mozambique,MPM,N/A
TEX,United States,DEN,N/A
TEZ,India,GAU,N/A
TFF,Brazil,MAO,[ERN]
TFI,Papua New Guinea,PNP,N/A
TFN,Spain,LPA,[GMZ; LPA; SPC; VDE]
TFS,Spain,LPA,N/A
TGC,Sarikei Malaysia,KCH,N/A
TGD,Montenegro,BEG,[BEG]
TGG,Kuala Terengganu Malaysia,SZB,N/A
TGH,Vanuatu,VLI,N/A
TGI,Peru,LIM,N/A
TGM,Tirgu Mures Romania,BUD,N/A
TGO,China,HET,[HUO]
TGP,Bor Russian Federation,KJA,N/A
TGQ,Brazil,CGB,N/A
TGR,Touggourt Algeria,ALG,N/A
TGT,Tanzania United Republic of,ZNZ,N/A
TGU,Tegucigalpa,RTB,[PEU]
TGZ,Tuxtla Gutierrez Mexico,MEX,N/A
THD,Thanh Hoa Viet Nam,SGN,N/A
THE,Teresina Brazil,BSB,[PHB]
THL,Myanmar,HEH,N/A
THN,Sweden,BMA,N/A
THO,Þorshofn Iceland,AEY,[VPN]
THQ,China,XIY,N/A
THR,Teheran,MHD,[ABD; ACZ; ADU; AFZ; AWZ; AZD; BJB; BND; BUZ; BXR; CQD; DEF; GBT; GCH; GSM; HDM; IFN; IIL; JAR; JYR; KER; KHD; KHY; KIH; KSH; LFM; MHD; MRX; OMH; PFQ; PGU; RAS; RJN; RZR; SDG; SNX; SRY; SYJ; SYZ; TBZ; TCX; XBJ; YES; ZAH]
THS,Thailand,BKK,N/A
THU,Thule Greenland,NAQ,[SVR]
THX,Russian Federation,KJA,N/A
TIA,s (TIA) is the largest airport in Albania,FCO,[RMI]
TIB,Colombia,CUC,N/A
TIF,Saudi Arabia,RUH,N/A
TIH,French Polynesia,RGI,N/A
TII,Afghanistan,KBL,N/A
TIJ,Tijuana,MEX,[LTO; MLM; UPN]
TIM,Timika Indonesia,DJJ,N/A
TIN,Algeria,ALG,N/A
TIP,Libyan Arab Jamahiriya,TUN,[GHT; SFA]
TIR,India,HYD,N/A
TIU,New Zealand,WLG,N/A
TIV,Montenegro,BEG,N/A
TJA,Tarija Bolivia,CBB,N/A
TJH,Toyooka Japan,ITM,N/A
TJL,Brazil,VCP,N/A
TJM,Tyumen Russian Federation,SVO,[SLY]
TJQ,Indonesia,CGK,N/A
TJS,Indonesia,BPN,N/A
TJU,Kulyab,DME,N/A
TKD,Ghana,ACC,N/A
TKE,s (TKE) is a smaller airport in United States,JNU,[AGN]
TKG,Indonesia,CGK,N/A
TKJ,United States,HKB,[CKX; HKB; ORT]
TKK,Weno,PNI,[PNI]
TKN,Amagi Japan,KOJ,N/A
TKP,French Polynesia,TKX,N/A
TKQ,Tanzania United Republic of,DAR,N/A
TKS,Japan,HND,N/A
TKU,Finland,ARN,N/A
TKX,French Polynesia,PPT,[TKP]
TLA,United States,KTS,N/A
TLC,Toluca Mexico,MTY,N/A
TLE,Madagascar,TNR,N/A
TLH,United States,ATL,N/A
TLI,Toli Toli Indonesia,PLW,N/A
